id	AdvertisementText	QuestText	ReactionText	UnitText	FeedText	LoginText	BoostGroupText	StickerText	FuncText	PhotoText	ChapterText	GachaText	GuideMissionText	SpecialContentText	StillPictureText	AppointmentText	BgmText	StampText	FeatureText	ShopTabText	ProfileText	ShopText	RelationshipText	SituationText	VrText	CampaignText	HomeText	CardText	GrowthRewardText	GuildText	SeasonText	ApText	CampText	PuzzleText	RewardText	InvitationText	LocationText	SkillText	StoryText	ConfessionText	GearText	GuildCampText	MemberText	SeriesText	StageText	TipsText	ArText	BannerText	HelpText	ChallengeText	CraftText	PlayerTitleText	TeamBattleText	WorkText	HomeBgmText	LotteryText	CharaNaviText	CollectionText	ItemText	AreaText	AttributeText	CommonText
151010215																																	"秋天露營時
玩任務開始時
滿足狀態增加"																													
151010221																																	"在本栖湖露營地
放鬆任務結束時
滿足狀態稍微增加"																													
151010222																																	"在本栖湖露營地
放鬆任務結束時
滿足狀態稍稍增加"																													
151010223																																	"在本栖湖露營地
放鬆任務結束時
滿足狀態略微增加"																													
151010224																																	"在本栖湖露營地
放鬆任務結束時
滿足狀態增加"																													
151010225																																	"在本栖湖露營地
放鬆任務結束時
滿足狀態相對較多增加"																													
151010311																																	"秋天露營時
放鬆任務途中時
舒適狀態稍稍增加"																													
151010312																																	"秋天露營時
放鬆任務途中時
舒適狀態略微增加"																													
151010313																																	"秋天露營時
放鬆任務途中時
舒適狀態增加"																													
151010314																																	"秋天露營時
放鬆任務途中時
舒適狀態相對較多增加"																													
151010315																																	"秋天露營時
放鬆任務途中時
舒適狀態非常大幅增加"																													
151010321																																	"在草地露營地
放鬆任務開始時
舒適狀態稍微增加"																													
151010322																																	"在草地露營地
放鬆任務開始時
舒適狀態稍稍增加"																													
151010323																																	"在草地露營地
放鬆任務開始時
舒適狀態略微增加"																													
151010324																																	"在草地露營地
放鬆任務開始時
舒適狀態增加"																													
151010325																																	"在草地露營地
放鬆任務開始時
舒適狀態相對較多增加"																													
151010331																																	"舒適增加
料理任務變得
稍微更熟練"																													
151010332																																	"舒適增加
料理任務變得
稍稍更熟練"																													
151010333																																	"舒適增加
料理任務變得
略微更熟練"																													
151010334																																	"舒適增加
料理任務變得
更熟練"																													
151010335																																	"舒適增加
料理任務變得
相對較多更熟練"																													
151010411																																	"秋天露營時
料理任務結束時
溫暖狀態略微增加"																													
151010412																																	"秋天露營時
料理任務結束時
溫暖狀態增加"																													
151010413																																	"秋天露營時
料理任務結束時
溫暖狀態相對較多增加"																													
151010414																																	"秋天露營時
料理任務結束時
溫暖狀態非常大幅增加"																													
151010415																																	"秋天露營時
料理任務結束時
溫暖狀態極度大幅增加"																													
151010421																																	"在草地露營地
料理任務途中時
溫暖狀態稍稍增加"																													
151010422																																	"在草地露營地
料理任務途中時
溫暖狀態略微增加"																													
151010423																																	"在草地露營地
料理任務途中時
溫暖狀態增加"																													
151010424																																	"在草地露營地
料理任務途中時
溫暖狀態相對較多增加"																													
151010425																																	"在草地露營地
料理任務途中時
溫暖狀態非常大幅增加"																													
151010431																																	"溫暖增加
玩任務變得
稍微更熟練"																													
151010432																																	"溫暖增加
玩任務變得
稍稍更熟練"																													
151010433																																	"溫暖增加
玩任務變得
略微更熟練"																													
151010434																																	"溫暖增加
玩任務變得
更熟練"																													
151010435																																	"溫暖增加
玩任務變得
相對較多更熟練"																													
151010511																																	"秋天露營時
玩任務結束時
治癒狀態略微增加"																													
151010512																																	"秋天露營時
玩任務結束時
治癒狀態增加"																													
151010513																																	"秋天露營時
玩任務結束時
治癒狀態相對較多增加"																													
151010514																																	"秋天露營時
玩任務結束時
治癒狀態非常大幅增加"																													
151010515																																	"秋天露營時
玩任務結束時
治癒狀態極度大幅增加"																													
151010521																																	"在草地露營地
放鬆任務結束時
治癒狀態略微增加"																													
151010522																																	"在草地露營地
放鬆任務結束時
治癒狀態增加"																													
151010523																																	"在草地露營地
放鬆任務結束時
治癒狀態相對較多增加"																													
151010524																																	"在草地露營地
放鬆任務結束時
治癒狀態非常大幅增加"																													
151010525																																	"在草地露營地
放鬆任務結束時
治癒狀態極度大幅增加"																													
151010531																																	"治癒增加
放鬆任務變得
稍微更熟練"																													
151010532																																	"治癒增加
放鬆任務變得
稍稍更熟練"																													
151010533																																	"治癒增加
放鬆任務變得
略微更熟練"																													
151010534																																	"治癒增加
放鬆任務變得
更熟練"																													
151010535																																	"治癒增加
放鬆任務變得
相對較多更熟練"																													
151010611																																	"在冷的露營地
料理任務結束時
溫暖狀態略微增加"																													
151010612																																	"在冷的露營地
料理任務結束時
溫暖狀態增加"																													
151010613																																	"在冷的露營地
料理任務結束時
溫暖狀態相對較多增加"																													
151010614																																	"在冷的露營地
料理任務結束時
溫暖狀態非常大幅增加"																													
151010615																																	"在冷的露營地
料理任務結束時
溫暖狀態極度大幅增加"																													
151010621																																	"在水邊露營地
料理任務結束時
溫暖狀態略微增加"																													
151010622																																	"在水邊露營地
料理任務結束時
溫暖狀態增加"																													
151010623																																	"在水邊露營地
料理任務結束時
溫暖狀態相對較多增加"																													
151010624																																	"在水邊露營地
料理任務結束時
溫暖狀態非常大幅增加"																													
151010625																																	"在水邊露營地
料理任務結束時
溫暖狀態極度大幅增加"																													
151010631																																	"溫暖增加
玩任務變得
稍微更熟練"																													
151010632																																	"溫暖增加
玩任務變得
稍稍更熟練"																													
151010633																																	"溫暖增加
玩任務變得
略微更熟練"																													
151010634																																	"溫暖增加
玩任務變得
更熟練"																													
151010635																																	"溫暖增加
玩任務變得
相對較多更熟練"																													
151010711																																	"在冷的露營地
料理任務結束時
治癒狀態略微增加"																													
151010712																																	"在冷的露營地
料理任務結束時
治癒狀態增加"																													
151010713																																	"在冷的露營地
料理任務結束時
治癒狀態相對較多增加"																													
151010714																																	"在冷的露營地
料理任務結束時
治癒狀態非常大幅增加"																													
151010715																																	"在冷的露營地
料理任務結束時
治癒狀態極度大幅增加"																													
151010721																																	"在水邊露營地
玩任務開始時
治癒狀態稍微增加"																													
151010722																																	"在水邊露營地
玩任務開始時
治癒狀態稍稍增加"																													
151010723																																	"在水邊露營地
玩任務開始時
治癒狀態略微增加"																													
151010724																																	"在水邊露營地
玩任務開始時
治癒狀態增加"																													
151010725																																	"在水邊露營地
玩任務開始時
治癒狀態相對較多增加"																													
151010731																																	"治癒增加
玩任務變得
稍微更熟練"																													
151010732																																	"治癒增加
玩任務變得
稍稍更熟練"																													
151010733																																	"治癒增加
玩任務變得
略微更熟練"																													
151010734																																	"治癒增加
玩任務變得
更熟練"																													
151010735																																	"治癒增加
玩任務變得
相對較多更熟練"																													
151010811																																	"在冷的露營地
放鬆任務途中時
關係狀態稍稍增加"																													
151010812																																	"在冷的露營地
放鬆任務途中時
關係狀態略微增加"																													
151010813																																	"在冷的露營地
放鬆任務途中時
關係狀態增加"																													
151010814																																	"在冷的露營地
放鬆任務途中時
關係狀態相對較多增加"																													
151010815																																	"在冷的露營地
放鬆任務途中時
關係狀態非常大幅增加"																													
151010821																																	"在水邊露營地
放鬆任務結束時
關係狀態略微增加"																													
151010822																																	"在水邊露營地
放鬆任務結束時
關係狀態增加"																													
151010823																																	"在水邊露營地
放鬆任務結束時
關係狀態相對較多增加"																													
151010824																																	"在水邊露營地
放鬆任務結束時
關係狀態非常大幅增加"																													
151010825																																	"在水邊露營地
放鬆任務結束時
關係狀態極度大幅增加"																													
151010831																																	"關係增加
放鬆任務變得
稍微更熟練"																													
151010832																																	"關係增加
放鬆任務變得
稍稍更熟練"																													
151010833																																	"關係增加
放鬆任務變得
略微更熟練"																													
151010834																																	"關係增加
放鬆任務變得
更熟練"																													
151010835																																	"關係增加
放鬆任務變得
相對較多更熟練"																													
151010911																																	"在冷的露營地
玩任務途中時
滿足狀態稍稍增加"																													
151010912																																	"在冷的露營地
玩任務途中時
滿足狀態略微增加"																													
151010913																																	"在冷的露營地
玩任務途中時
滿足狀態增加"																													
151010914																																	"在冷的露營地
玩任務途中時
滿足狀態相對較多增加"																													
151010915																																	"在冷的露營地
玩任務途中時
滿足狀態非常大幅增加"																													
151010921																																	"在水邊露營地
玩任務途中時
滿足狀態稍稍增加"																													
151010922																																	"在水邊露營地
玩任務途中時
滿足狀態略微增加"																													
151010923																																	"在水邊露營地
玩任務途中時
滿足狀態增加"																													
151010924																																	"在水邊露營地
玩任務途中時
滿足狀態相對較多增加"																													
151010925																																	"在水邊露營地
玩任務途中時
滿足狀態非常大幅增加"																													
151010931																																	"滿足增加
放鬆任務變得
稍微更熟練"																													
151010932																																	"滿足增加
放鬆任務變得
稍稍更熟練"																													
151010933																																	"滿足增加
放鬆任務變得
略微更熟練"																													
151010934																																	"滿足增加
放鬆任務變得
更熟練"																													
151010935																																	"滿足增加
放鬆任務變得
相對較多更熟練"																													
151011011																																	"在冷的露營地
放鬆任務開始時
舒適狀態稍微增加"																													
151011012																																	"在冷的露營地
放鬆任務開始時
舒適狀態稍稍增加"																													
151011013																																	"在冷的露營地
放鬆任務開始時
舒適狀態略微增加"																													
151011014																																	"在冷的露營地
放鬆任務開始時
舒適狀態增加"																													
151011015																																	"在冷的露營地
放鬆任務開始時
舒適狀態相對較多增加"																													
151011021																																	"在水邊露營地
料理任務開始時
舒適狀態稍微增加"																													
151011022																																	"在水邊露營地
料理任務開始時
舒適狀態稍稍增加"																													
151011023																																	"在水邊露營地
料理任務開始時
舒適狀態略微增加"																													
151011024																																	"在水邊露營地
料理任務開始時
舒適狀態增加"																													
151011025																																	"在水邊露營地
料理任務開始時
舒適狀態相對較多增加"																													
151011031																																	"舒適增加
料理任務變得
稍微更熟練"																													
151011032																																	"舒適增加
料理任務變得
稍稍更熟練"																													
151011033																																	"舒適增加
料理任務變得
略微更熟練"																													
151011034																																	"舒適增加
料理任務變得
更熟練"																													
151011035																																	"舒適增加
料理任務變得
相對較多更熟練"																													
151011111																																	"秋天露營時
放鬆任務途中時
舒適狀態稍稍增加"																													
151011112																																	"秋天露營時
放鬆任務途中時
舒適狀態略微增加"																													
151011113																																	"秋天露營時
放鬆任務途中時
舒適狀態增加"																													
151011114																																	"秋天露營時
放鬆任務途中時
舒適狀態相對較多增加"																													
151011115																																	"秋天露營時
放鬆任務途中時
舒適狀態非常大幅增加"																													
151011121																																	"在林間露營地
放鬆任務途中時
舒適狀態稍稍增加"																													
151011122																																	"在林間露營地
放鬆任務途中時
舒適狀態略微增加"																													
151011123																																	"在林間露營地
放鬆任務途中時
舒適狀態增加"																													
151011124																																	"在林間露營地
放鬆任務途中時
舒適狀態相對較多增加"																													
151011125																																	"在林間露營地
放鬆任務途中時
舒適狀態非常大幅增加"																													
151011131																																	"舒適增加
放鬆任務變得
稍微更熟練"																													
151011132																																	"舒適增加
放鬆任務變得
稍稍更熟練"																													
151011133																																	"舒適增加
放鬆任務變得
略微更熟練"																													
151011134																																	"舒適增加
放鬆任務變得
更熟練"																													
151011135																																	"舒適增加
放鬆任務變得
相對較多更熟練"																													
151011211																																	"秋天露營時
料理任務結束時
溫暖狀態略微增加"																													
151011212																																	"秋天露營時
料理任務結束時
溫暖狀態增加"																													
151011213																																	"秋天露營時
料理任務結束時
溫暖狀態相對較多增加"																													
151011214																																	"秋天露營時
料理任務結束時
溫暖狀態非常大幅增加"																													
151011215																																	"秋天露營時
料理任務結束時
溫暖狀態極度大幅增加"																													
151011221																																	"在林間露營地
料理任務開始時
溫暖狀態稍微增加"																													
151011222																																	"在林間露營地
料理任務開始時
溫暖狀態稍稍增加"																													
151011223																																	"在林間露營地
料理任務開始時
溫暖狀態略微增加"																													
151011224																																	"在林間露營地
料理任務開始時
溫暖狀態增加"																													
151011225																																	"在林間露營地
料理任務開始時
溫暖狀態相對較多增加"																													
151011231																																	"溫暖增加
料理任務變得
稍微更熟練"																													
151011232																																	"溫暖增加
料理任務變得
稍稍更熟練"																													
151011233																																	"溫暖增加
料理任務變得
略微更熟練"																													
151011234																																	"溫暖增加
料理任務變得
更熟練"																													
151011235																																	"溫暖增加
料理任務變得
相對較多更熟練"																													
151011311																																	"秋天露營時
玩任務開始時
治癒狀態稍微增加"																													
151011312																																	"秋天露營時
玩任務開始時
治癒狀態稍稍增加"																													
151011313																																	"秋天露營時
玩任務開始時
治癒狀態略微增加"																													
151011314																																	"秋天露營時
玩任務開始時
治癒狀態增加"																													
151011315																																	"秋天露營時
玩任務開始時
治癒狀態相對較多增加"																													
151011321																																	"在林間露營地
料理任務途中時
治癒狀態稍稍增加"																													
151011322																																	"在林間露營地
料理任務途中時
治癒狀態略微增加"																													
151011323																																	"在林間露營地
料理任務途中時
治癒狀態增加"																													
151011324																																	"在林間露營地
料理任務途中時
治癒狀態相對較多增加"																													
151011325																																	"在林間露營地
料理任務途中時
治癒狀態非常大幅增加"																													
151011331																																	"治癒增加
放鬆任務變得
稍微更熟練"																													
151011332																																	"治癒增加
放鬆任務變得
稍稍更熟練"																													
151011333																																	"治癒增加
放鬆任務變得
略微更熟練"																													
151011334																																	"治癒增加
放鬆任務變得
更熟練"																													
151011335																																	"治癒增加
放鬆任務變得
相對較多更熟練"																													
151011411																																	"秋天露營時
料理任務開始時
關係狀態稍微增加"																													
151011412																																	"秋天露營時
料理任務開始時
關係狀態稍稍增加"																													
151011413																																	"秋天露營時
料理任務開始時
關係狀態略微增加"																													
151011414																																	"秋天露營時
料理任務開始時
關係狀態增加"																													
151011415																																	"秋天露營時
料理任務開始時
關係狀態相對較多增加"																													
151011421																																	"在林間露營地
玩任務結束時
關係狀態略微增加"																													
151011422																																	"在林間露營地
玩任務結束時
關係狀態增加"																													
151011423																																	"在林間露營地
玩任務結束時
關係狀態相對較多增加"																													
151011424																																	"在林間露營地
玩任務結束時
關係狀態非常大幅增加"																													
151011425																																	"在林間露營地
玩任務結束時
關係狀態極度大幅增加"																													
151011431																																	"關係增加
料理任務變得
稍微更熟練"																													
151011432																																	"關係增加
料理任務變得
稍稍更熟練"																													
151011433																																	"關係增加
料理任務變得
略微更熟練"																													
151011434																																	"關係增加
料理任務變得
更熟練"																													
151011435																																	"關係增加
料理任務變得
相對較多更熟練"																													
151011511																																	"秋天露營時
玩任務途中時
滿足狀態稍稍增加"																													
151011512																																	"秋天露營時
玩任務途中時
滿足狀態略微增加"																													
151011513																																	"秋天露營時
玩任務途中時
滿足狀態增加"																													
151011514																																	"秋天露營時
玩任務途中時
滿足狀態相對較多增加"																													
151011515																																	"秋天露營時
玩任務途中時
滿足狀態非常大幅增加"																													
151011521																																	"在林間露營地
放鬆任務結束時
滿足狀態略微增加"																													
151011522																																	"在林間露營地
放鬆任務結束時
滿足狀態增加"																													
151011523																																	"在林間露營地
放鬆任務結束時
滿足狀態相對較多增加"																													
151011524																																	"在林間露營地
放鬆任務結束時
滿足狀態非常大幅增加"																													
151011525																																	"在林間露營地
放鬆任務結束時
滿足狀態極度大幅增加"																													
151011531																																	"滿足增加
玩任務變得
稍微更熟練"																													
151011532																																	"滿足增加
玩任務變得
稍稍更熟練"																													
151011533																																	"滿足增加
玩任務變得
略微更熟練"																													
151011534																																	"滿足增加
玩任務變得
更熟練"																													
151011535																																	"滿足增加
玩任務變得
相對較多更熟練"																													
151011611																																	"春天露營時
放鬆任務途中時
治癒狀態稍稍增加"																													
151011612																																	"春天露營時
放鬆任務途中時
治癒狀態略微增加"																													
151011613																																	"春天露營時
放鬆任務途中時
治癒狀態增加"																													
151011614																																	"春天露營時
放鬆任務途中時
治癒狀態相對較多增加"																													
151011615																																	"春天露營時
放鬆任務途中時
治癒狀態非常大幅增加"																													
151011621																																	"在草地露營地
玩任務開始時
治癒狀態稍微增加"																													
151011622																																	"在草地露營地
玩任務開始時
治癒狀態稍稍增加"																													
151011623																																	"在草地露營地
玩任務開始時
治癒狀態略微增加"																													
151011624																																	"在草地露營地
玩任務開始時
治癒狀態增加"																													
151011625																																	"在草地露營地
玩任務開始時
治癒狀態相對較多增加"																													
151011631																																	"治癒增加
料理任務變得
稍微更熟練"																													
151011632																																	"治癒增加
料理任務變得
稍稍更熟練"																													
151011633																																	"治癒增加
料理任務變得
略微更熟練"																													
151011634																																	"治癒增加
料理任務變得
更熟練"																													
151011635																																	"治癒增加
料理任務變得
相對較多更熟練"																													
151011711																																	"春天露營時
玩任務開始時
關係狀態稍微增加"																													
151011712																																	"春天露營時
玩任務開始時
關係狀態稍稍增加"																													
151011713																																	"春天露營時
玩任務開始時
關係狀態略微增加"																													
151011714																																	"春天露營時
玩任務開始時
關係狀態增加"																													
151011715																																	"春天露營時
玩任務開始時
關係狀態相對較多增加"																													
151011721																																	"在草地露營地
玩任務結束時
關係狀態略微增加"																													
151011722																																	"在草地露營地
玩任務結束時
關係狀態增加"																													
151011723																																	"在草地露營地
玩任務結束時
關係狀態相對較多增加"																													
151011724																																	"在草地露營地
玩任務結束時
關係狀態非常大幅增加"																													
151011725																																	"在草地露營地
玩任務結束時
關係狀態極度大幅增加"																													
151011731																																	"關係增加
玩任務變得
稍微更熟練"																													
151011732																																	"關係增加
玩任務變得
稍稍更熟練"																													
151011733																																	"關係增加
玩任務變得
略微更熟練"																													
151011734																																	"關係增加
玩任務變得
更熟練"																													
151011735																																	"關係增加
玩任務變得
相對較多更熟練"																													
151011811																																	"春天露營時
放鬆任務開始時
滿足狀態稍微增加"																													
151011812																																	"春天露營時
放鬆任務開始時
滿足狀態稍稍增加"																													
151011813																																	"春天露營時
放鬆任務開始時
滿足狀態略微增加"																													
151011814																																	"春天露營時
放鬆任務開始時
滿足狀態增加"																													
151011815																																	"春天露營時
放鬆任務開始時
滿足狀態相對較多增加"																													
151011821																																	"在草地露營地
放鬆任務開始時
滿足狀態稍微增加"																													
151011822																																	"在草地露營地
放鬆任務開始時
滿足狀態稍稍增加"																													
151011823																																	"在草地露營地
放鬆任務開始時
滿足狀態略微增加"																													
151011824																																	"在草地露營地
放鬆任務開始時
滿足狀態增加"																													
151011825																																	"在草地露營地
放鬆任務開始時
滿足狀態相對較多增加"																													
151011831																																	"滿足增加
放鬆任務變得
稍微更熟練"																													
151011832																																	"滿足增加
放鬆任務變得
稍稍更熟練"																													
151011833																																	"滿足增加
放鬆任務變得
略微更熟練"																													
151011834																																	"滿足增加
放鬆任務變得
更熟練"																													
151011835																																	"滿足增加
放鬆任務變得
相對較多更熟練"																													
151011911																																	"春天露營時
料理任務結束時
舒適狀態略微增加"																													
151011912																																	"春天露營時
料理任務結束時
舒適狀態增加"																													
151011913																																	"春天露營時
料理任務結束時
舒適狀態相對較多增加"																													
151011914																																	"春天露營時
料理任務結束時
舒適狀態非常大幅增加"																													
151011915																																	"春天露營時
料理任務結束時
舒適狀態極度大幅增加"																													
151011921																																	"在草地露營地
放鬆任務結束時
舒適狀態略微增加"																													
151011922																																	"在草地露營地
放鬆任務結束時
舒適狀態增加"																													
151011923																																	"在草地露營地
放鬆任務結束時
舒適狀態相對較多增加"																													
151011924																																	"在草地露營地
放鬆任務結束時
舒適狀態非常大幅增加"																													
151011925																																	"在草地露營地
放鬆任務結束時
舒適狀態極度大幅增加"																													
151011931																																	"舒適增加
料理任務變得
稍微更熟練"																													
151011932																																	"舒適增加
料理任務變得
稍稍更熟練"																													
151011933																																	"舒適增加
料理任務變得
略微更熟練"																													
151011934																																	"舒適增加
料理任務變得
更熟練"																													
151011935																																	"舒適增加
料理任務變得
相對較多更熟練"																													
151012011																																	"春天露營時
玩任務途中時
溫暖狀態稍稍增加"																													
151012012																																	"春天露營時
玩任務途中時
溫暖狀態略微增加"																													
151012013																																	"春天露營時
玩任務途中時
溫暖狀態增加"																													
151012014																																	"春天露營時
玩任務途中時
溫暖狀態相對較多增加"																													
151012015																																	"春天露營時
玩任務途中時
溫暖狀態非常大幅增加"																													
151012021																																	"在草地露營地
料理任務途中時
溫暖狀態稍稍增加"																													
151012022																																	"在草地露營地
料理任務途中時
溫暖狀態略微增加"																													
151012023																																	"在草地露營地
料理任務途中時
溫暖狀態增加"																													
151012024																																	"在草地露營地
料理任務途中時
溫暖狀態相對較多增加"																													
151012025																																	"在草地露營地
料理任務途中時
溫暖狀態非常大幅增加"																													
151012031																																	"溫暖增加
玩任務變得
稍微更熟練"																													
151012032																																	"溫暖增加
玩任務變得
稍稍更熟練"																													
151012033																																	"溫暖增加
玩任務變得
略微更熟練"																													
151012034																																	"溫暖增加
玩任務變得
更熟練"																													
151012035																																	"溫暖增加
玩任務變得
相對較多更熟練"																													
151012111																																	"秋天露營時
料理任務開始時
關係狀態稍微增加"																													
151012112																																	"秋天露營時
料理任務開始時
關係狀態稍稍增加"																													
151012113																																	"秋天露營時
料理任務開始時
關係狀態略微增加"																													
151012114																																	"秋天露營時
料理任務開始時
關係狀態增加"																													
151012115																																	"秋天露營時
料理任務開始時
關係狀態相對較多增加"																													
151012121																																	"在山麓露營地
料理任務結束時
關係狀態略微增加"																													
151012122																																	"在山麓露營地
料理任務結束時
關係狀態增加"																													
151012123																																	"在山麓露營地
料理任務結束時
關係狀態相對較多增加"																													
151012124																																	"在山麓露營地
料理任務結束時
關係狀態非常大幅增加"																													
151012125																																	"在山麓露營地
料理任務結束時
關係狀態極度大幅增加"																													
151012131																																	"關係增加
料理任務變得
稍微更熟練"																													
151012132																																	"關係增加
料理任務變得
稍稍更熟練"																													
151012133																																	"關係增加
料理任務變得
略微更熟練"																													
151012134																																	"關係增加
料理任務變得
更熟練"																													
151012135																																	"關係增加
料理任務變得
相對較多更熟練"																													
151012211																																	"秋天露營時
玩任務開始時
滿足狀態稍微增加"																													
151012212																																	"秋天露營時
玩任務開始時
滿足狀態稍稍增加"																													
151012213																																	"秋天露營時
玩任務開始時
滿足狀態略微增加"																													
151012214																																	"秋天露營時
玩任務開始時
滿足狀態增加"																													
151012215																																	"秋天露營時
玩任務開始時
滿足狀態相對較多增加"																													
151012221																																	"在山麓露營地
放鬆任務開始時
滿足狀態稍微增加"																													
151012222																																	"在山麓露營地
放鬆任務開始時
滿足狀態稍稍增加"																													
151012223																																	"在山麓露營地
放鬆任務開始時
滿足狀態略微增加"																													
151012224																																	"在山麓露營地
放鬆任務開始時
滿足狀態增加"																													
151012225																																	"在山麓露營地
放鬆任務開始時
滿足狀態相對較多增加"																													
151012231																																	"滿足增加
放鬆任務變得
稍微更熟練"																													
151012232																																	"滿足增加
放鬆任務變得
稍稍更熟練"																													
151012233																																	"滿足增加
放鬆任務變得
略微更熟練"																													
151012234																																	"滿足增加
放鬆任務變得
更熟練"																													
151012235																																	"滿足增加
放鬆任務變得
相對較多更熟練"																													
151012311																																	"秋天露營時
放鬆任務結束時
舒適狀態略微增加"																													
151012312																																	"秋天露營時
放鬆任務結束時
舒適狀態增加"																													
151012313																																	"秋天露營時
放鬆任務結束時
舒適狀態相對較多增加"																													
151012314																																	"秋天露營時
放鬆任務結束時
舒適狀態非常大幅增加"																													
151012315																																	"秋天露營時
放鬆任務結束時
舒適狀態極度大幅增加"																													
151012321																																	"在高原露營地
料理任務途中時
舒適狀態稍稍增加"																													
151012322																																	"在高原露營地
料理任務途中時
舒適狀態略微增加"																													
151012323																																	"在高原露營地
料理任務途中時
舒適狀態增加"																													
151012324																																	"在高原露營地
料理任務途中時
舒適狀態相對較多增加"																													
151012325																																	"在高原露營地
料理任務途中時
舒適狀態非常大幅增加"																													
151012331																																	"舒適增加
料理任務變得
稍微更熟練"																													
151012332																																	"舒適增加
料理任務變得
稍稍更熟練"																													
151012333																																	"舒適增加
料理任務變得
略微更熟練"																													
151012334																																	"舒適增加
料理任務變得
更熟練"																													
151012335																																	"舒適增加
料理任務變得
相對較多更熟練"																													
151012411																																	"秋天露營時
玩任務結束時
溫暖狀態略微增加"																													
151012412																																	"秋天露營時
玩任務結束時
溫暖狀態增加"																													
151012413																																	"秋天露營時
玩任務結束時
溫暖狀態相對較多增加"																													
151012414																																	"秋天露營時
玩任務結束時
溫暖狀態非常大幅增加"																													
151012415																																	"秋天露營時
玩任務結束時
溫暖狀態極度大幅增加"																													
151012421																																	"在伊斯特伍德露營地
玩任務途中時
溫暖狀態稍稍增加"																													
151012422																																	"在伊斯特伍德露營地
玩任務途中時
溫暖狀態略微增加"																													
151012423																																	"在伊斯特伍德露營地
玩任務途中時
溫暖狀態增加"																													
151012424																																	"在伊斯特伍德露營地
玩任務途中時
溫暖狀態相對較多增加"																													
151012425																																	"在伊斯特伍德露營地
玩任務途中時
溫暖狀態非常大幅增加"																													
151012431																																	"溫暖增加
玩任務變得
稍微更熟練"																													
151012432																																	"溫暖增加
玩任務變得
稍稍更熟練"																													
151012433																																	"溫暖增加
玩任務變得
略微更熟練"																													
151012434																																	"溫暖增加
玩任務變得
更熟練"																													
151012435																																	"溫暖增加
玩任務變得
相對較多更熟練"																													
151012511																																	"秋天露營時
放鬆任務途中時
治癒狀態稍稍增加"																													
151012512																																	"秋天露營時
放鬆任務途中時
治癒狀態略微增加"																													
151012513																																	"秋天露營時
放鬆任務途中時
治癒狀態增加"																													
151012514																																	"秋天露營時
放鬆任務途中時
治癒狀態相對較多增加"																													
